"@title","thai"
"#00412","▼เกี่ยวกับคะแนนมังงะ<br>คุณภาพของมังงะของคุณขึ้นอยู่กับความแข็งแกร่งของคุณลักษณะ 4 ประการเหล่านี้:<br><br>งานศิลปะ - รูปภาพนั้นดีเพียงใด<br>ตัวละคร - ความสัมพันธ์ของภาพนั้นสัมพันธ์กันเพียงใด  ตัวละครคือ<br>เรื่องราว - เรื่องราวน่าสนใจเพียงใด<br>ความเป็นต้นฉบับ - มังงะมีความดั้งเดิมเพียงใด"
"#00413","เกี่ยวกับการสร้างการ์ตูน"
"#00414","▼เกี่ยวกับการสร้างมังงะ<br>ยิ่งมังงะของคุณเข้ากันได้ดีเท่าไหร่ คุณก็จะได้รับคะแนนประสบการณ์มากขึ้น ยิ่งชุดค่าผสมที่ได้รับความนิยมมากเท่าไร มังงะก็จะยิ่งยาวขึ้นเท่านั้น คุณผลิตมังงะได้หลายเล่มมากขึ้นเท่านั้น  ยิ่งมีการร้องขอและสัมภาษณ์มากขึ้นเท่านั้น คุณสามารถรับธีมและฉากเพิ่มเติมได้โดยการซื้อจากร้านค้า บางที คุณอาจจะได้มันด้วยการทำคำขอถ่ายภาพครั้งเดียวให้เสร็จ... ลองท้าทายตัวเองด้วยการสร้างชุดค่าผสมต่างๆ  มังงะของคุณ”
"#00415","เกี่ยวกับการดำเนินการ"
"#00416","▼เกี่ยวกับการกระทำ<br><br>""Training""<br>ปรับปรุงสถิตินักวาดการ์ตูนของคุณ ในการฝึกฝน คุณต้องใช้คะแนนประสบการณ์ที่ได้รับจากการวาดการ์ตูน<br><br  >""ช็อปปิ้ง""<br>เมื่อซื้อของ คุณสามารถซื้ออุปกรณ์ ธีม และสิ่งอื่น ๆ ได้ คุณยังสามารถย้ายบ้านและทำสิ่งอื่น ๆ ที่เกี่ยวข้องกับบ้านได้"
"#00417","เกี่ยวกับแรงบันดาลใจ"
"#00418","▼เกี่ยวกับการหาแรงบันดาลใจ<br>การออกไปข้างนอกและมองหาแรงบันดาลใจเป็นสิ่งสำคัญมากสำหรับนักวาดการ์ตูน หากต้องการเพิ่มจำนวนพล็อต คุณควรไปเที่ยวกันดีกว่า<br><  br>บางครั้งคุณอาจสับสนกับสิ่งที่ไม่คาดฝันและได้รับคะแนนโบนัส บ่อยครั้ง คุณอาจสะสมความรู้เกี่ยวกับธีมและฉากที่คุณได้ค้นพบแล้ว<br><br>เวลา ทอง และพลังงาน  จำเป็นถ้าคุณต้องการไปหาแรงบันดาลใจ”
"#00419","เกี่ยวกับสำนักพิมพ์"
"#00420","▼เกี่ยวกับบริษัทสำนักพิมพ์<br>บริษัทสำนักพิมพ์จะดูแลการขายการ์ตูนของคุณเพียงลำพังและสนับสนุนคุณ (ศิลปิน) อย่างสมบูรณ์ ยิ่งคุณมีการ์ตูนหมุนเวียนมากเท่าไร ผู้จัดพิมพ์ก็ยิ่งมีพลังมากขึ้นเท่านั้น  ตรวจสอบให้แน่ใจว่าคุณเลือกผู้จัดพิมพ์ที่เหมาะกับการ์ตูนของคุณ มิฉะนั้น จะเป็นเรื่องยากที่จะได้รับอันดับความนิยมสูง<br><br>หากคุณปฏิเสธคำขอจากผู้จัดพิมพ์ พวกเขาจะหยุดส่งคำขอ ในกรณีนี้ คุณจะ  ต้องวาดการ์ตูนเรื่องใหม่และนำไปให้สำนักพิมพ์อีกครั้ง”
"#00421","เกี่ยวกับการทำให้เป็นอนุกรม"
"#00422","▼เกี่ยวกับ Serialization<br>ถ้าคุณต้องการให้อันดับความนิยมสูงขึ้น คุณจะต้องใช้ Plot Points<br>จำนวน Plot Points ที่คุณใช้เป็นตัวกำหนดบรรยากาศของการ์ตูนเรื่อง สำหรับ  ตัวอย่างเช่น หากคุณใช้พล็อตพ้อยท์เพียงไม่กี่เรื่อง เล่มมังงะจะมีส่วนโค้งธรรมดา... อย่างไรก็ตาม หากคุณใช้มากกว่านั้น เล่มมังงะจะมีส่วนไฮไลท์<br>บางครั้ง คุณอาจเชื่อมโยงบรรยากาศในสามสัปดาห์  ในลำดับเฉพาะ แล้วมังงะของคุณจะเปลี่ยนไปให้ดียิ่งขึ้น<br><br>เพิ่มสถิติศิลปินการ์ตูนของคุณและจับตาดูการใช้คะแนนพล็อตของคุณ!"
"#00423","เกี่ยวกับจังหวะ"
"#00424","▼เกี่ยวกับจังหวะ<br>เมื่อแตะปุ่มจังหวะ คุณจะเลือกเวลาทำงานและเวลาพักได้<br><br>เข้มข้น - แอคทีฟ 9:00 - 4:00<br>ปกติ - แอคทีฟ  9:00 - 23:00<br>Chilled - Active 9:00 - 18:00 <br><br>เมื่อคุณไม่ได้วาดการ์ตูน คุณจะมีเวลาว่างสำหรับตัวเอง ซึ่งคุณสามารถใช้ทำอะไรก็ได้  คุณชอบ."
